,tuple,relevance,flesch_reading_ease,bigram_entropy,is_general,distinct_3,toxicity,Q_A_eval
414,"['What is not symmetrical about the y-axis?', 'All along the graph, any two points with opposite x-values also have opposite y-values.']",9.57857370376587,6.928,4.7004397181410935,0.0,6.0,0.024967449,0.0
415,"['What is the consequence of this?', 'So $$\\(f(x) = x^{3}\\)$$ is an odd function, one such that two inputs that are opposites have outputs that are also opposites.']",9.165346026420593,7.468999999999999,5.469482468698914,0.0,5.0,0.012000589,0.5
416,"['What is f(x) =?', 'That means $$\\(f\\left( {- x} \\right) = -f(x).\\)$$']",9.110319018363953,10.0,4.801969876934211,0.0,6.0,0.11398677,0.5
417,"['What can we do to test whether a trigonometric function is even or odd?', 'We can test whether a trigonometric function is even or odd by drawing a unit circle with a positive and a negative angle, as in Figure 7.']",9.83238399028778,7.6049999999999995,5.175735869100491,0.0,13.0,0.018723432,0.5
418,"['What is the sine of the positive angle?', 'The sine of the positive angle is $$\\(y.\\)$$']",9.340458512306213,8.028,4.315824333525709,0.0,7.0,0.01419965,1.0
419,"['What is the sine of the negative angle?', 'The sine of the negative angle is $$\\(-y.\\)$$']",9.196926951408386,8.028,4.315824333525709,0.0,7.0,0.023317585,0.0
420,"['What is the sine function?', 'The sine function, then, is an odd function.']",9.655206799507141,9.872,4.142664355548849,0.0,4.0,0.016587202,1.0
421,"['What is the main idea of the passage?', 'We can test each of the six trigonometric functions in this fashion.']",9.605864882469177,8.671,4.501629167387825,0.0,7.0,0.010555492,0.0
422,"['What are the results of this test?', 'The results are shown in Table 2.']",9.360126852989197,9.821,4.169925001442313,0.0,6.0,0.012063419,1.0
423,"['What are the properties of trigonometric functions?', 'We have explored a number of properties of trigonometric functions.']",8.888616561889648,5.439,4.106603137064474,0.0,6.0,0.017089844,0.0
424,"['What are some of the relationships that we can take a step further, and derive some fundamental identities?', 'Now, we can take the relationships a step further, and derive some fundamental identities.']",9.85056459903717,5.524,4.721299654759684,0.0,18.0,0.011686437,0.0
425,"['Are there any other basics we should know?', 'Identities are statements that are true for all values of the input on which they are defined.']",9.622759819030762,8.417,4.857980995127571,0.0,7.0,0.01834645,0.5
426,"['Can we find other examples of identity?', 'Usually, identities can be derived from definitions and relationships we already know.']",9.623398184776306,3.6450000000000005,4.584962500721156,0.0,6.0,0.010555492,0.5
427,"['What are some examples of the Pythagorean Identity?', 'For example, the Pythagorean Identity we learned earlier was derived from the Pythagorean Theorem and the definitions of sine and cosine.']",9.714803695678711,4.83,4.888789679422004,0.0,7.0,0.017592486,1.0
428,"['What can you tell me about the six trigonometric functions?', 'We can derive some useful identities from the six trigonometric functions.']",9.586084485054016,6.928,4.403856189774722,0.0,9.0,0.017215505,0.5
429,"['What are the other four trigonometric functions?', 'The other four trigonometric functions can be related back to the sine and cosine functions using these basic relationships:']",9.346328377723694,4.982,4.7068905956085185,0.0,6.0,0.011497946,1.0
430,"['What is a fundamental identity?', 'We can use these fundamental identities to derive alternate forms of the Pythagorean Identity, $$\\(\\cos^{2}t + \\sin^{2}t = 1.\\)$$']",9.535857439041138,5.1850000000000005,5.2402182430741915,0.0,4.0,0.010743983,1.0
431,"['What is one form of a polynomial?', 'One form is obtained by dividing both sides by $$\\(\\cos^{2}t.\\)$$']",8.325086832046509,7.976999999999999,4.889680181354619,0.0,6.0,0.012880214,1.0
432,"['What is a periodic function?', 'As we discussed at the beginning of the chapter, a function that repeats its values in regular intervals is known as a periodic function.']",9.192474484443665,4.83,4.96981578242681,0.0,4.0,0.012063419,0.5
433,"['Are all trigonometric functions periodic?', 'The trigonometric functions are periodic.']",9.938682317733765,1.564,3.664497779200461,0.0,4.0,0.012754552,1.0
434,"['What is the definition of revolution?', 'For the four trigonometric functions, sine, cosine, cosecant and secant, a revolution of one circle, or $$\\(2\\pi,\\)$$ will result in the same outputs for these functions.']",8.694634437561035,5.524,5.603856189774723,0.0,5.0,0.015079274,1.0
435,"['How many revolutions do they need to make?', 'And for tangent and cotangent, only a half a revolution will result in the same outputs.']",8.955740332603455,6.776000000000001,4.857980995127571,0.0,7.0,0.027206551,0.0
436,"['What else should you know about periodic functions?', 'Other functions can also be periodic.']",9.885338544845581,5.590999999999999,4.169925001442313,0.0,7.0,0.044883765,0.5
437,"['What other functions can be periodic?', 'For example, the lengths of months repeat every four years.']",9.400497674942017,6.336,4.392317422778759,0.0,5.0,0.011937759,0.0
438,"['What else is interesting about the periodic functions?', 'If $$\\(x\\)$$ represents the length time, measured in years, and $$\\(f(x)\\)$$ represents the number of days in February, then $$\\(f(x + 4) = f(x).\\)$$']",8.426775336265564,6.470999999999999,5.453794266728621,0.0,7.0,0.011120965,0.0
439,"['What is the pattern of the passage?', 'This pattern repeats over and over through time.']",9.594705700874329,8.924,4.247927513443585,0.0,6.0,0.010304171,0.0
440,"['What does this mean?', 'In other words, every four years, February is guaranteed to have the same number of days as it did 4 years earlier.']",8.856591582298279,8.366,5.0,0.0,3.0,0.013382856,0.0
441,"['What is the smallest positive number that satisfies this condition?', 'The positive number 4 is the smallest positive number that satisfies this condition and is called the period.']",9.799728989601135,4.035,4.413909765557389,0.0,9.0,0.009801528,0.0
442,"['What is the shortest interval over which a function completes one full cycle?', 'A period is the shortest interval over which a function completes one full cycle—in this example, the period is 4 and represents the time it takes for us to be certain February has the same number of days.']",8.948079943656921,5.404999999999999,5.4144977792004605,0.0,12.0,0.010115679,0.0
443,"['What have you learned from this material?', 'We have learned how to evaluate the six trigonometric functions for the common first-quadrant angles and to use them as reference angles for angles in other quadrants.']",9.462429285049438,6.268,5.247927513443587,0.0,6.0,0.037577134,1.0
444,"['How do you evaluate trigonometric functions of other angles?', 'To evaluate trigonometric functions of other angles, we use a scientific or graphing calculator or computer software.']",9.208924174308777,3.29,4.631615665225586,0.0,8.0,0.010995304,0.5
445,"['How do you evaluate trigonometric functions?', 'If the calculator has a degree mode and a radian mode, confirm the correct mode is chosen before making a calculation.']",9.536804556846619,4.931,5.0,0.0,5.0,0.012691722,0.0
446,"['What are some examples of the trigonometric functions?', 'Evaluating a tangent function with a scientific calculator as opposed to a graphing calculator or computer algebra system is like evaluating a sine or cosine:']",8.957862257957458,2.935,5.209453365628952,0.0,7.0,0.01225191,0.0
447,"['What do you need to do after the tan key is pressed?', 'Enter the value and press the TAN key.']",9.613014459609985,9.517,4.584962500721156,0.0,11.0,0.031684756,0.5
448,"['What is the tan key used for?', 'For the reciprocal functions, there may not be any dedicated keys that say CSC, SEC, or COT.']",9.228901863098145,8.468,4.954196310386876,0.0,6.0,0.026970858,1.0
449,"['What happens when there is no dedicated key?', 'In that case, the function must be evaluated as the reciprocal of a sine, cosine, or tangent.']",9.412787556648254,6.725,5.0,0.0,7.0,0.015644746,0.0
450,"['What is the conversion factor?', 'If we need to work with degrees and our calculator or software does not have a degree mode, we can enter the degrees multiplied by the conversion factor $$\\(\\frac{\\pi}{180}\\)$$ to convert the degrees to radians.']",8.65663468837738,5.964,5.74704982902286,0.0,4.0,0.011309455,0.5
451,"['What other commands do we need to press to find the secant of the second term?', 'To find the secant of $$\\(30{^\\circ},\\)$$ we could press']",8.592637181282043,9.263,5.121928094887363,0.0,15.0,0.017215505,0.5
452,"['What is the best way to convert radians to degrees?', 'If the calculator has degree mode and radian mode, set it to radian mode.']",9.732905626296997,6.776000000000001,4.789015477886192,0.0,9.0,0.15324512,0.0
453,"['What did you do next?', 'Enter: $$\\(1\\text{/}\\)$$']",4.229225516319275,10.0,4.368522527728206,0.0,4.0,0.033334624,0.0
454,"['What did you do next?', 'Enter the value of the angle inside parentheses.']",9.532790184020996,7.3340000000000005,4.08746284125034,0.0,4.0,0.033334624,0.5
455,"['What did you do next?', 'Press the SIN key.']",9.708502888679504,10.0,3.700439718141093,0.0,4.0,0.033334624,1.0
456,"['What did you do next?', 'Press the = key.']",9.719831943511963,10.0,3.700439718141093,0.0,4.0,0.033334624,0.0
457,"['What should we do next?', 'If the graphing utility has degree mode and radian mode, set it to radian mode.']",9.245755076408386,7.825,4.563856189774724,0.0,4.0,0.019980038,0.0
458,"['What should we do next?', 'Enter: $$\\(1\\text{/}\\)$$']",4.175635874271393,10.0,4.368522527728206,0.0,4.0,0.019980038,0.0
459,"['What should we do next?', 'Press the SIN key.']",9.716952443122864,10.0,3.700439718141093,0.0,4.0,0.019980038,1.0
460,"['What should we do next?', 'Enter the value of the angle inside parentheses.']",9.54430639743805,7.3340000000000005,4.08746284125034,0.0,4.0,0.019980038,0.5
461,"['What should we do next?', 'Press the ENTER key.']",9.806985259056091,10.0,3.700439718141093,0.0,4.0,0.019980038,0.0
462,"['What is the content of our study material?', 'White light, such as the light from the sun, is not actually white at all.']",9.640907645225525,8.518,4.857980995127571,0.0,7.0,0.011183795,1.0
463,"['Why is it not white?', 'Instead, it is a composition of all the colors of the rainbow in the form of waves.']",9.250071048736572,8.568999999999999,4.754887502163469,0.0,4.0,0.17718399,0.5
464,"['What is the process by which the colors of the rainbow are formed?', 'The individual colors can be seen only when white light passes through an optical prism that separates the waves according to their wavelengths to form a rainbow.']",9.371260404586792,6.81,5.459431618637298,0.0,12.0,0.013948329,0.0
465,"['What is important about the sine function?', 'Light waves can be represented graphically by the sine function.']",9.72281038761139,6.285,4.201841232302569,0.0,6.0,0.0143253105,0.5
466,"['What are trigonometric functions used for in this study?', 'In the chapter on Trigonometric Functions, we examined trigonometric functions such as the sine function.']",9.742611646652222,6.776000000000001,4.789015477886192,0.0,8.0,0.016587202,1.0
467,"['What is being studied in this section?', 'In this section, we will interpret and create graphs of sine and cosine functions.']",9.282220602035522,7.773999999999999,4.623516641218016,0.0,6.0,0.01859777,0.5
468,"['What can you tell me about the cosine function?', 'Recall that the sine and cosine functions relate real number values to the x- and y-coordinates of a point on the unit circle.']",8.885517120361328,7.215999999999999,5.169925001442313,0.0,8.0,0.019226074,0.5
469,"['What can you tell me about the cosine function?', 'Let’s start with the sine function.']",9.467381238937378,9.77,4.392317422778759,0.0,8.0,0.019226074,1.0
470,"['What can we do to solve the equation?', 'We can create a table of values and use them to sketch a graph.']",9.664300680160522,9.415000000000001,4.7004397181410935,0.0,7.0,0.012691722,1.0
471,"['What can you tell me about the table?', 'Table 1 lists some of the values for the sine function on a unit circle.']",7.81632661819458,9.364,4.754887502163469,0.0,7.0,0.014702292,1.0
472,"['What is the shape of a sine function?', 'Plotting the points from the table and continuing along the x-axis gives the shape of the sine function.']",9.56965982913971,8.366,4.7068905956085185,0.0,7.0,0.015016444,0.5
473,"['What is the figure that shows the symbiotic relationship between the fungus and the fungus-like bacteria?', 'See Figure 2.']",9.622684717178345,5.337,4.523561956057013,0.0,15.0,0.023671126,1.0
474,"['What is an example of a sine function?', 'Notice how the sine values are positive between 0 and $$\\(\\pi,\\)$$ which correspond to the values of the sine function in quadrants I and II on the unit circle, and the sine values are negative between $$\\(\\pi\\)$$ and $$\\(2\\pi,\\)$$ which correspond to the values of the sine function in quadrants III and IV on the unit circle.']",8.99019181728363,5.5409999999999995,5.764283766089046,0.0,7.0,0.011309455,0.5
475,"['What was in this section of the text?', 'See Figure 3.']",9.7303968667984,9.973,3.906890595608519,0.0,7.0,0.015330595,1.0
476,"[""Let's go over the basic properties of both functions: sine and cosine."", 'Now let’s take a similar look at the cosine function.']",9.973405003547668,7.723000000000001,4.840223928941851,0.0,13.0,0.012000589,0.5
477,"['What can we do with this information?', 'Again, we can create a table of values and use them to sketch a graph.']",9.56638216972351,8.568999999999999,4.754887502163469,0.0,6.0,0.014827953,1.0
478,"['What table is this?', 'Table 2 lists some of the values for the cosine function on a unit circle.']",9.37737762928009,8.721,4.523561956057013,0.0,3.0,0.011623607,1.0
479,"['What does the cosine function look like?', 'Because we can evaluate the sine and cosine of any real number, both of these functions are defined for all real numbers.']",9.541831612586975,7.368,5.087462841250341,0.0,6.0,0.021432023,0.5
480,"['Why does the cosine function need to have a range?', 'By thinking of the sine and cosine values as coordinates of points on a unit circle, it becomes clear that the range of both functions must be the interval $$\\(\\left\\lbrack {- 1,1} \\right\\rbrack.\\)$$']",9.205952286720276,6.708,5.771640636343319,0.0,9.0,0.014450971,0.5
481,"['What is the importance of this graph?', 'In both graphs, the shape of the graph repeats after $$\\(2\\pi,\\)$$ which means the functions are periodic with a period of $$\\(2\\pi.\\)$$']",8.318150639533997,8.214,5.328995558400923,0.0,6.0,0.01608456,0.0
482,"['What is the specific characteristic of a periodic function?', 'A periodic function is a function for which a specific horizontal shift, P, results in a function equal to the original function: $$\\(f\\left( {x +']",-2.0830968022346497,3.781,5.436605434317882,0.0,8.0,0.009424546,1.0
483,"['What is the formula for the tangent of a line?', 'P} \\right) = f(x)\\)$$ for all values of $$\\(x\\)$$ in the domain of $$\\(f.\\)$$']",8.824461102485657,9.364,5.196565630242719,0.0,9.0,0.01225191,0.0
484,"['How do we determine the period of a function?', 'When this occurs, we call the smallest such horizontal shift with $$\\(P > 0\\)$$ the period of the function.']",8.96211564540863,6.623,5.171928094887364,0.0,8.0,0.009990019,0.0
485,"['What is an example of a periodic function?', 'Figure 5 shows several periods of the sine and cosine functions.']",9.309601783752441,5.337,4.523561956057013,0.0,7.0,0.0103670005,1.0
486,"['What would you use to illustrate the cosine function?', 'Looking again at the sine and cosine functions on a domain centered at the y-axis helps reveal symmetries.']",9.41855788230896,6.623,4.889680181354619,0.0,8.0,0.0201057,0.0
487,"['What is the most important thing that you learned in this section?', 'As we can see in Figure 6, the sine function is symmetric about the origin.']",9.683815240859985,8.315000000000001,5.0,0.0,11.0,0.049089402,0.0
488,"['Is it interesting that the sine function is an odd function?', 'Recall from The Other Trigonometric Functions that we determined from the unit circle that the sine function is an odd function because $$\\(\\sin(-x) = -\\sin\\; x.\\)']",9.316107630729675,7.013,5.328995558400923,0.0,10.0,0.01633588,0.0
489,"['What was an odd function?', '$$Now we can clearly see this property from the graph.']",9.411095976829529,8.924,4.392317422778759,0.0,4.0,0.011435116,0.0
490,"['What happens if we take the cosine function and plot it?', 'Figure 7 shows that the cosine function is symmetric about the y-axis.']",9.594122767448425,7.672,4.60673935401532,0.0,10.0,0.032863233,1.0
491,"['What did you learn from the content of the study material?', 'Again, we determined that the cosine function is an even function.']",9.142687916755676,7.723000000000001,4.754887502163469,0.0,10.0,0.024731753,0.5
492,"['What else can you tell me about the content?', 'Now we can see from the graph that $$\\(\\cos(-x) = \\cos\\; x.\\)$$']",9.189114570617676,10.0,5.072140159802109,0.0,8.0,0.021785567,1.0
493,"['What do we know about the cosine function?', 'They are periodic functions with a period of $$\\(2\\pi.\\)$$']",9.608234167098999,7.131,4.680813428089395,0.0,7.0,0.015958898,0.0
494,"['What else do we know about the sin function?', 'The domain of each function is $$\\(\\left( {- \\infty,\\infty} \\right)\\)$$ and the range is $$\\(\\left\\lbrack {- 1,1} \\right\\rbrack.\\)$$']",9.29840087890625,7.571,5.3882978130537635,0.0,8.0,0.024849601,0.0
495,"['What about odd functions?', 'The graph of $$\\(y = \\sin\\; x\\)$$ is symmetric about the origin, because it is an odd function.']",8.906871676445007,8.620000000000001,5.072140159802109,0.0,3.0,0.010555492,1.0
496,"['What is the graph of $$(y = cos; x)$$ symmetric about the $$(y)$$-axis?', 'The graph of $$\\(y = \\cos\\; x\\)$$ is symmetric about the $$\\(y\\)$$-axis, because it is an even function.']",9.456013441085815,8.214,5.1844715814468865,0.0,23.0,0.026145924,1.0
497,"['What do we learn about sine and cosine functions?', 'As we can see, sine and cosine functions have a regular period and range.']",9.678752422332764,8.518,4.593069207771891,0.0,8.0,0.016712861,0.0
498,"['What are they most like?', 'If we watch ocean waves or ripples on a pond, we will see that they resemble the sine or cosine functions.']",8.658317923545837,9.212,4.954196310386876,0.0,4.0,0.016021729,0.0
499,"['What are they like?', 'However, they are not necessarily identical.']",9.79454219341278,4.9479999999999995,3.906890595608519,0.0,3.0,0.017466826,0.5
500,"['What are their differences?', 'Some are taller or longer than others.']",9.799381494522095,9.126999999999999,3.906890595608519,0.0,3.0,0.013131535,0.0
501,"['What is the general shape of a sine or cosine function?', 'A function that has the same general shape as a sine or cosine function is known as a sinusoidal function.']",8.874348998069763,7.266,4.786425874087824,0.0,10.0,0.012503231,0.5
502,"['What is a general form of a sinusoidal function?', 'The general forms of sinusoidal functions are']",8.680393695831299,6.336,4.247927513443585,0.0,8.0,0.021785567,0.0
503,"['What are the sinuosoidal functions?', '$$\\[\\begin{array}{l}\n{y = A\\sin\\left( {Bx - C} \\right) +']",5.222647786140442,6.589,4.937499999999999,0.0,4.0,0.02402467,0.5
504,"['What are the sinuosoidal functions?', 'D} \\\\\n\\text{and} \\\\\n{y = A\\cos\\left( {Bx - C} \\right) +']",8.88562262058258,9.077,4.789015477886192,0.0,4.0,0.02402467,0.0
505,"['What are the sinuosoidal functions?', 'D} \\\\\n\\end{array}\\]$$']",8.232604265213013,5.590999999999999,4.247927513443585,0.0,4.0,0.02402467,1.0
506,"['What are other features of the cosine function?', 'Looking at the forms of sinusoidal functions, we can see that they are transformations of the sine and cosine functions.']",9.280065298080444,6.573,4.983788058752394,0.0,7.0,0.011937759,1.0
507,"['What can we use to determine the period?', 'We can use what we know about transformations to determine the period.']",9.673947095870972,6.133,4.334962500721158,0.0,7.0,0.008984734,1.0
508,"['What is the general formula for the relationship between the period and the amplitude?', 'In the general formula, $$\\(B\\)$$ is related to the period by $$\\(P = \\frac{2\\pi}{|B|}.\\)$$']",9.065626859664917,4.931,5.35056196399716,0.0,13.0,0.009864358,1.0
509,"['What is the basic definition of a function with period $$(2pi)$$?', 'If $$\\(|B| > 1,\\)$$ then the period is less than $$\\(2\\pi\\)$$ and the function undergoes a horizontal compression, whereas if $$\\(|B| < 1,\\)$$ then the period is greater than $$\\(2\\pi\\)$$ and the function undergoes a horizontal stretch.']",7.1480923891067505,4.813000000000001,5.465718580601878,0.0,16.0,0.009047564,0.5
510,"['How does it work?', 'For example, $$\\(f(x) = \\sin\\left( x\\operatorname{),} \\right.\\)$$ $$\\(B = 1,\\)$$ so the period is $$\\(2\\pi,\\)$$ which we knew.']",8.765438199043274,7.313,5.274954812926958,0.0,3.0,0.011058134,0.0
511,"['What else can you tell me?', 'If $$\\(f(x) = \\sin\\left( {2x} \\right),\\)$$ then $$\\(B = 2,\\)$$ so the period is $$\\(\\pi\\)$$ and the graph is compressed.']",8.193134665489197,9.314,5.409447318276918,1.0,5.0,0.022964042,1.0
512,"['What other examples can you give?', 'If $$\\(f(x) = \\sin\\left( \\frac{x}{2} \\right),\\)$$ then $$\\(B = \\frac{1}{2},\\)$$ so the period is $$\\(4\\pi\\)$$ and the graph is stretched.']",8.382750153541565,8.468,5.589724480458736,0.0,5.0,0.008859074,1.0
513,"['What else did you find interesting?', 'Notice in Figure 8 how the period is indirectly related to $$\\(|B|.\\)$$']",9.125871658325195,5.388,4.735926350629033,0.0,5.0,0.032863233,0.0
514,"['What was the first question that you were asked?', 'Returning to the general formula for a sinusoidal function, we have analyzed how the variable $$\\(B\\)$$ relates to the period.']",8.640766739845276,5.676,5.2599910290083285,0.0,8.0,0.011246625,0.0
515,"['What did we learn about the period?', 'Now let’s turn to the variable $$\\(A\\)$$ so we can analyze how it is related to the amplitude, or greatest distance from rest.']",8.668177723884583,7.317,5.3685225277282065,0.0,6.0,0.013697007,0.5
516,"['What else can you tell me about the A variable?', '$$\\(A\\)$$ represents the vertical stretch factor, and its absolute value $$\\(|A|\\)$$ is the amplitude.']",9.360246062278748,6.776000000000001,5.100683359353261,0.0,9.0,0.011686437,0.0
517,"['Is there anything else that you learned about the A variable?', 'The local maxima will be a distance $$\\(|A|\\)$$ above the horizontal midline of the graph, which is the line $$\\(y = D;\\)$$ because $$\\(D = 0\\)$$ in this case, the midline is the x-axis.']",9.23902153968811,7.503,5.78006907494223,0.0,10.0,0.063423134,0.0
518,"['What else did you learn about the A variable?', 'The local minima will be the same distance below the midline.']",9.746485352516174,7.825,4.584962500721156,0.0,8.0,0.056016337,1.0
519,"['What was the final fact that you learned?', 'If $$\\(|A| > 1,\\)$$ the function is stretched.']",9.59714949131012,10.0,4.789015477886192,0.0,7.0,0.039935954,0.0
520,"['Is there anything else that you would like to learn about?', 'For example, the amplitude of $$\\(f(x) = 4\\;\\sin\\; x\\)$$ is twice the amplitude of $$\\[f(x) = 2\\;\\sin\\; x.\\]$$']",8.306903839111328,8.315000000000001,5.408066778175402,0.0,10.0,0.06817148,0.0
521,"['What is the final fact that you learned?', 'If $$\\(|A| < 1,\\)$$ the function is compressed.']",9.379109740257263,9.77,4.789015477886192,0.0,7.0,0.0438942,0.0
522,"['What is the next thing that you learned?', 'Figure 9 compares several sine functions with different amplitudes.']",9.430066347122192,7.131,4.392317422778759,0.0,7.0,0.11739369,0.0
523,"['What is the amplitude of the wave?', 'The amplitude is $$\\(\\left| A\\text{|}, \\right.\\)$$ which is the vertical height from the midline $$\\(.\\)$$']",8.925915360450745,8.975,5.054171731446285,0.0,6.0,0.012000589,1.0
524,"['What was the most important thing you learned from the article?', 'In addition, notice in the example that']",9.468770027160645,7.08,4.459431618637297,0.0,10.0,0.032391842,1.0
525,"['What is the general form equation?', '$$\\[\\begin{matrix}\n{y = A\\sin\\left( {Bx - C} \\right) + D\\text{~and~}y = A\\cos\\left( {Bx - C} \\right) +']",7.810730934143066,7.131,5.132257608230925,0.0,5.0,0.01024134,0.5
526,"['What does D. mean?', 'D} \\\\\n{or} \\\\\n{y = A\\sin\\left( {B\\left( {x - \\frac{C}{B}} \\right)} \\right) + D\\text{~and~}y = A\\cos\\left( {B\\left( {x - \\frac{C}{B}} \\right)} \\right) +']",8.380408883094788,9.517,5.200417548666728,0.0,3.0,0.009424546,0.0
527,"['What does D. mean?', 'D} \\\\\n\\end{matrix}\\]$$']",9.177727699279785,9.077,4.169925001442313,0.0,3.0,0.009424546,1.0
528,"['What is the value $(fracCB)$$ for a sinusoidal function?', 'The value $$\\(\\frac{C}{B}\\)$$ for a sinusoidal function is called the phase shift, or the horizontal displacement of the basic sine or cosine function.']",8.778541684150696,5.524,5.508160502376114,0.0,13.0,0.020842785,1.0
529,"['What happens if C >0?', 'If $$\\(C > 0,\\)$$ the graph shifts to the right.']",9.555067420005798,10.0,4.651084443403434,0.0,5.0,0.016587202,1.0
530,"['What happens if C  0?', 'If $$\\(C < 0,\\)$$ the graph shifts to the left.']",9.663000106811523,10.0,4.735926350629033,0.0,4.0,0.013068704,1.0
531,"['How does the value of C influence this?', 'The greater the value of $$\\(|C|,\\)$$ the more the graph is shifted.']",9.574558138847351,8.671,4.862575937540272,0.0,7.0,0.00804228,0.0
532,"['What are some other interesting aspects?', 'Figure 11 shows that the graph of $$\\(f(x) = \\sin\\left( {x - \\pi} \\right)\\)$$ shifts to the right by $$\\(\\pi\\)$$ units, which is more than we see in the graph of $$\\(f(x) = \\sin\\left( {x - \\frac{\\pi}{4}} \\right),\\)$$ which shifts to the right by $$\\(\\frac{\\pi}{4}\\)$$ units.']",6.721084117889404,8.096,5.893231137863274,0.0,5.0,0.0103670005,0.0
533,"['What do we study next?', 'While $$\\(C\\)$$ relates to the horizontal shift, $$\\(D\\)$$ indicates the vertical shift from the midline in the general formula for a sinusoidal function.']",8.229948878288269,5.727,5.256716511252106,0.0,4.0,0.016964182,0.5
534,"['What figure is this in?', 'See Figure 12.']",9.77598786354065,9.28,3.584962500721157,0.0,4.0,0.011623607,1.0
535,"['What is the midline of the function $$(y = cos(x) + D)$$?', 'The function $$\\(y = \\cos(x) + D\\)$$ has its midline at $$\\(y = D.\\)$$']",8.611924052238464,9.466,5.0218244860552534,0.0,20.0,0.013697007,0.5
536,"['Is zero the best option for D?', 'Any value of $$\\(D\\)$$ other than zero shifts the graph up or down.']",9.473138451576233,8.671,4.889680181354619,0.0,6.0,0.01847211,0.5
537,"['What is the difference between the graphs?', 'Figure 13 compares $$\\(f(x) = \\sin\\;(x)\\)$$ with $$\\(f(x) = \\sin\\;(x) + 2,\\)$$ which is shifted 2 units up on a graph.']",7.556779384613037,9.263,5.27886722508722,0.0,6.0,0.013131535,1.0
538,"['What are some of the other questions I need to ask?', 'Determine the amplitude as $$\\(|A|.\\)$$  Determine the period as $$\\(P = \\frac{2\\pi}{|B|}.\\)$$  Determine the phase shift as $$\\(\\frac{C}{B}.\\)$$']",6.18056058883667,7.2829999999999995,5.33050392903771,0.0,10.0,0.013948329,0.5
539,"['What else did you need to know?', 'Determine the midline as $$\\(y = D.\\)$$']",8.671801686286926,9.872,4.501629167387825,0.0,6.0,0.042657252,1.0
540,"['What did you learn about in the study material?', 'Throughout this section, we have learned about types of variations of sine and cosine functions and used that information to write equations from graphs.']",9.30063784122467,7.165000000000001,5.247927513443587,0.0,8.0,0.032391842,1.0
541,"['What did you do after this part?', 'Now we can use the same information to create graphs from equations.']",9.394574761390686,8.721,4.523561956057013,0.0,6.0,0.028974265,0.5
542,"['What information do you need to read?', 'Identify the amplitude, $$\\(|A|.\\)$$  Identify the period, $$\\(P = \\frac{2\\pi}{|B|}.\\)$$']",7.883434891700745,5.764,5.007660103539307,0.0,6.0,0.028974265,1.0
543,"['What about the function itself?', 'Start at the origin, with the function increasing to the right if $$\\(A\\)$$ is positive or decreasing if $$\\(A\\)$$ is negative.']",9.312345385551453,6.6739999999999995,4.958519762996342,0.0,4.0,0.012126249,0.0
544,"['How does it get there?', 'At $$\\(x = \\frac{\\pi}{2|B|}\\)$$ there is a local maximum for $$\\(A > 0\\)$$ or a minimum for $$\\(A < 0,\\)$$ with $$\\(y = A.\\)$$']",7.590261101722717,9.263,5.325915761125996,0.0,4.0,0.013885498,1.0
545,"['Where does the line end?', 'The curve returns to the x-axis at $$\\(x = \\frac{\\pi}{|B|}.\\)$$']",9.472466707229614,10.0,4.937499999999999,0.0,4.0,0.013131535,0.0
546,"['What else?', 'There is a local minimum for $$\\(A > 0\\)$$ (maximum for $$\\(A < 0\\)$$ ) at $$\\(x = \\frac{3\\pi}{2|']",-2.1074366569519043,7.959999999999999,4.978308011580246,0.0,1.0,0.011372286,0.0
547,"['Where else can you find the equation?', 'B|}\\)$$ with $$\\(y = –A.\\)$$']",8.746614456176758,10.0,4.504706483564822,0.0,6.0,0.013068704,0.0
548,"['Where does the curve return to?', 'The curve returns again to the x-axis at $$\\(x = \\frac{2\\pi}{|B|}.\\)$$']",9.595038890838623,9.72,5.0286393118385755,0.0,5.0,0.013005874,1.0
549,"['What do you need to do to get this exercise started?', 'Express the function in the general form $$\\(y = A\\sin(Bx - C) + D\\text{~or~}y = A\\cos(Bx - C) + D.\\)$$ Identify the amplitude, $$\\(|A|.\\)$$  Identify the period, $$\\(P = \\frac{2\\pi}{|B|}.\\)$$  Identify the phase shift, $$\\(\\frac{C}{B}.\\)$$']",6.72872006893158,6.356,5.9094333478863765,0.0,10.0,0.025556687,1.0
550,"['What else do you need to know?', 'Draw the graph of $$\\(f(x) = A\\sin\\left( {Bx} \\right)\\)$$  shifted to the right or left by $$\\(\\frac{C}{B}\\)$$ and up or down by $$\\(D.\\)$$']",8.713972568511963,9.906,5.6190398551721215,0.0,6.0,0.041915078,0.5
551,"['What can we do with the transformations of sine and cosine functions?', 'We can use the transformations of sine and cosine functions in numerous applications.']",9.349143505096436,5.879,4.444187891679295,0.0,11.0,0.014073989,1.0
552,"['What kind of applications are they used for?', 'As mentioned at the beginning of the chapter, circular motion can be modeled using either the sine or cosine function.']",8.728355765342712,6.573,5.044394119358453,0.0,7.0,0.010555492,0.5
553,"['What can be used to find distances?', 'We know the tangent function can be used to find distances, such as the height of a building, mountain, or flagpole.']",9.475723505020142,8.265,4.843568731230682,0.0,6.0,0.01005285,0.0
554,"['What is another example of a car that is parked next to a warehouse?', 'Imagine, for example, a police car parked next to a warehouse.']",9.41060721874237,7.571,4.696131794257844,0.0,13.0,0.009927189,0.0
