,tuple,relevance,flesch_reading_ease,bigram_entropy,is_general,distinct_3,toxicity,Q_A_eval
271,"['What happens after we calculate the cosine?', 'However, because the equation yields two solutions, we need additional knowledge of the angle to choose the solution with the correct sign.']",9.305437207221985,4.83,5.129283016944966,0.0,6.0,0.01834645,0.0
272,"['How do you choose the correct solution?', 'If we know the quadrant where the angle is, we can easily choose the correct solution.']",8.775997757911682,7.672,4.593069207771891,0.0,6.0,0.014011159,1.0
273,"['What is the Pythagorean Identity?', 'Substitute the known value of $$\\(\\sin\\; t\\)$$ into the Pythagorean Identity.']",9.800575375556946,6.336,4.593069207771891,0.0,4.0,0.018849092,1.0
274,"['What does this tell you?', 'Solve for $$\\(\\cos\\; t.\\)$$']",9.285817742347717,10.0,4.221928094887361,0.0,4.0,0.019351736,0.5
275,"['What does the solution tell you?', 'Choose the solution with the appropriate sign for the x-values in the quadrant where $$\\(t\\)$$ is located.']",9.488401412963867,6.8260000000000005,4.96981578242681,0.0,5.0,0.015644746,0.0
276,"['What else did we do?', 'We have already learned some properties of the special angles, such as the conversion from radians to degrees, and we found their sines and cosines using right triangles.']",9.468064308166504,7.165000000000001,5.285402218862246,0.0,4.0,0.013822667,0.5
277,"['What else did we do?', 'We can also calculate sines and cosines of the special angles using the Pythagorean Identity.']",9.211095571517944,6.979000000000001,4.584962500721156,0.0,4.0,0.013822667,1.0
278,"['What else will we look at?', 'First, we will look at angles of $$\\(45{^\\circ}\\)$$ or $$\\(\\frac{\\pi}{4},\\)$$ as shown in Figure 9.  A $$\\(45{^\\circ}–45{^\\circ}–90{^\\circ}\\)$$ triangle is an isosceles triangle, so the x- and y-coordinates of the corresponding point on the circle are the same.']",8.141317963600159,6.542,5.9537574502995705,0.0,5.0,0.014011159,1.0
279,"['Why do the x and y coordinates have to be equal?', 'Because the x- and y-values are the same, the sine and cosine values will also be equal.']",9.712380170822144,8.265,4.983788058752394,0.0,10.0,0.01633588,1.0
280,"['What angle do we have?', 'At $$\\(t = \\frac{\\pi}{4},\\)$$ which is 45 degrees, the radius of the unit circle bisects the first quadrantal angle.']",8.644269704818726,8.518,5.413977073182752,0.0,4.0,0.013822667,0.0
281,"['What else do we know about the angle?', 'This means the radius lies along the line $$\\(y = x.\\)$$']",9.061049222946167,10.0,4.789015477886192,0.0,7.0,0.015581916,0.0
282,"['What does that mean?', 'A unit circle has a radius equal to 1 so the right triangle formed below the line $$\\(y = x\\)$$ has sides $$\\(x\\)$$ and $$\\(y\\ (y = x),\\)$$ and radius = 1.']",7.94705867767334,8.857,5.441222620554342,0.0,3.0,0.01225191,0.5
283,"['What else do we know about the angle?', 'See Figure 10.']",9.827924966812134,9.973,3.906890595608519,0.0,7.0,0.015581916,1.0
284,"['What are the numbers that you will find?', 'Next, we will find the cosine and sine at an angle of $$\\(30{^\\circ},\\)$$ or $$\\(\\frac{\\pi}{6}.\\)$$']",9.368916749954224,9.364,5.426033662110368,0.0,7.0,0.014513801,1.0
285,"['How are you going to determine the cosine and sine of a triangle?', 'First, we will draw a triangle inside a circle with one side at an angle of $$\\(30{^\\circ},\\)$$ and another at an angle of $$\\(-30{^\\circ},\\)$$ as shown in Figure 11.']",9.136555194854736,6.708,5.670873880068064,0.0,12.0,0.018723432,0.0
286,"['What is the relationship of these triangles?', 'If the resulting two right triangles are combined into one large triangle, notice that all three angles of this larger triangle will be $$\\(60{^\\circ},\\)$$ as shown in Figure 12.']",9.46112871170044,5.321,5.690184605506594,0.0,6.0,0.025085296,0.5
287,"['What is the relationship between the sides of a right-angled triangle?', 'Because all the angles are equal, the sides are also equal.']",9.875611662864685,6.877,4.680813428089395,0.0,10.0,0.019477395,0.5
288,"['Are they all equal in length?', 'The vertical line has length $$\\(2y,\\)$$ and since the sides are all equal, we can also conclude that $$\\(r = 2y\\)$$ or $$\\(y = \\frac{1}{2}r.\\)$$']",8.631725311279297,9.906,5.533530312862035,0.0,5.0,0.032156147,0.5
289,"['What is the relationship between r and t?', 'Since $$\\(\\sin\\; t = y,\\)$$']",7.387226819992065,9.077,4.623516641218016,0.0,7.0,0.012063419,0.5
290,"['The $$((x,y)$$ coordinates for the point on the', 'The $$\\((x,y)\\)$$ coordinates for the point on a circle of radius $$\\(1\\)$$ at an angle of $$\\(30{^\\circ}\\)$$ are $$\\(\\left( {\\frac{\\sqrt{3}}{2},\\frac{1}{2}} \\right).\\)$$']",8.285815715789795,5.896,5.651286706712838,0.0,15.0,0.054531995,0.0
291,"['As the distance from the point on the circle of radius $$(1)$', 'At $$\\(t = \\frac{\\pi}{3}\\text{~(60°}\\text{),}\\)$$ the radius of the unit circle, 1, serves as the hypotenuse of a 30-60-90 degree right triangle, $$\\(BAD,\\)$$ as shown in Figure 13.']",9.123365879058838,5.829,6.0784539944858995,0.0,15.0,0.014576632,0.0
292,"['Since $$(t = fracpi3text(', 'Angle $$\\(A\\)$$ has measure $$\\(60{^\\circ}.\\)$$']",2.1233391761779785,7.1819999999999995,4.510768650436126,0.0,6.0,0.0926474,0.0
293,"['At point $$(A,)$$ we draw an angle $$', 'At point $$\\(B,\\)$$ we draw an angle $$\\(ABC\\)$$ with measure of $$\\(60{^\\circ}.\\)$$']",9.821366667747498,8.603,4.709397031404958,0.0,14.0,0.0131943645,0.0
294,"['If angle $$(ABC)$$ with measure of $$(', 'We know the angles in a triangle sum to $$\\(180{^\\circ},\\)$$ so the measure of angle $$\\(C\\)$$ is also $$\\(60{^\\circ}.\\)$$']",2.0080891251564026,6.3020000000000005,5.195316846368943,0.0,12.0,0.01438814,0.0
295,"['In this example $$(B)$$ is the hypotenuse of the triangle.', 'Now we have an equilateral triangle.']",9.702346324920654,6.336,4.469670487371864,0.0,15.0,0.016210219,0.5
296,"['Since $$(t = fracpi3text(', 'Because each side of the equilateral triangle $$\\(ABC\\)$$ is the same length, and we know one side is the radius of the unit circle, all sides must be of length 1.']",3.288922905921936,6.235,5.5007608811447595,0.0,6.0,0.0926474,0.5
297,"['The data set in $$[RclC', 'The measure of angle $$\\(ABD\\)$$ is 30°.']",5.508285164833069,8.468,4.373660689688184,0.0,6.0,0.016587202,1.0
298,"['The data set in $$[RclC]', 'Angle $$\\(ABC\\)$$ is double angle $$\\(ABD,\\)$$ so its measure is 60°.']",6.750316023826599,8.062000000000001,4.833872975927972,0.0,7.0,0.015833238,0.0
299,"['The data set in $$[RclC]', '$$\\(BD\\)$$ is the perpendicular bisector of $$\\(AC,\\)$$ so it cuts $$\\(AC\\)$$ in half.']",5.868710279464722,7.013,4.8783761057025385,0.0,7.0,0.015833238,0.0
300,"['The data set in $$[RclC]  This means that', 'This means that $$\\(AD\\)$$ is $$\\(\\frac{1}{2}\\)$$ the radius, or $$\\(\\frac{1}{2}.\\)$$']",6.961045265197754,9.551,5.0416214795936245,0.0,10.0,0.019477395,0.0
301,"['The data set in $$[RclC]', 'Notice that $$\\(AD\\)$$ is the x-coordinate of point $$\\(B,\\)$$ which is at the intersection of the 60° angle and the unit circle.']",5.801411271095276,6.099,5.291663380285988,0.0,7.0,0.015833238,0.0
302,"['The data set in $$[RclC]', 'This gives us a triangle $$\\(BAD\\)$$ with hypotenuse of 1 and side $$\\(x\\)$$ of length $$\\(\\frac{1}{2}.\\)$$']",6.179335117340088,8.4,5.1647024960538666,0.0,7.0,0.015833238,0.5
303,"[""What's the important thing I should know about this material?"", 'We have now found the cosine and sine values for all of the most commonly encountered angles in the first quadrant of the unit circle.']",9.353651404380798,7.063,5.271928094887364,0.0,10.0,0.023788974,0.5
304,"['How did you do this?', 'Table 1 summarizes these values.']",9.767374992370605,8.331999999999999,3.8073549220576037,0.0,4.0,0.017718147,1.0
305,"['What is important about using a calculator?', 'To find the cosine and sine of angles other than the special angles, we turn to a computer or calculator.']",9.328133463859558,5.777,5.0,0.0,6.0,0.010869644,1.0
306,"['What should I do before using a calculator?', 'Be aware: Most calculators can be set into “degree” or “radian” mode, which tells the calculator the units for the input value.']",7.388116121292114,5.625,5.321928094887363,0.0,7.0,0.015519086,0.0
307,"['How do we know the units?', 'When we evaluate $$\\(\\cos(30)\\)$$ on our calculator, it will evaluate it as the cosine of 30 degrees if the calculator is in degree mode, or the cosine of 30 radians if the calculator is in radian mode.']",8.325884938240051,5.811,5.640223928941852,0.0,5.0,0.011749268,0.0
308,"['If the calculator has degree mode, set it to degrees mode.', 'If the calculator has degree mode and radian mode, set it to radian mode.']",9.974037408828735,6.725,4.115486632967521,0.0,11.0,0.016021729,0.0
309,"['Press the Axis key.', 'Press the COS key.']",9.889710545539856,10.0,2.91829583405449,0.0,3.0,0.022610499,0.5
310,"['Enter the radian value of the angle and press the graph key.', 'Enter the radian value of the angle and press the close-parentheses key "")"".']",9.876381158828735,5.93,4.244518891032038,0.0,11.0,0.015581916,0.0
311,"['Press the THIRD key.', 'Press ENTER.']",9.644047617912292,9.923,2.9219280948873627,0.0,3.0,0.025203144,1.0
312,"['What did you find interesting about this topic?', 'Now that we can find the sine and cosine of an angle, we need to discuss their domains and ranges.']",9.490530490875244,8.265,5.044394119358453,0.0,7.0,0.021432023,0.5
313,"['What did you find most interesting?', 'Because angles smaller than $$\\(0\\)$$ and angles larger than $$\\(2\\pi\\)$$ can still be graphed on the unit circle and have real values of $$\\(x,y,\\)$$ and $$\\(r,\\)$$ there is no lower or upper limit to the angles that can be inputs to the sine and cosine functions.']",7.704615592956543,7.047,5.847408651885232,0.0,5.0,0.018723432,0.5
314,"['What else is important about the domain and range?', 'The input to the sine and cosine functions is the rotation from the positive x-axis, and that may be any real number.']",9.191907048225403,7.266,5.169925001442313,0.0,8.0,0.011497946,0.0
315,"['How do we determine the domain and range of a function?', 'We can see the answers by examining the unit circle, as shown in Figure 15.']",9.944314956665039,7.5200000000000005,4.954196310386876,0.0,10.0,0.010618322,0.5
316,"['What does Figure 15 show?', 'The bounds of the x-coordinate are $$\\(\\lbrack-1,1\\rbrack.\\)$$']",8.976025581359863,7.385,4.368522527728206,0.0,4.0,0.010304171,0.0
317,"['What are the other bounds of the x-coordinate?', 'The bounds of the y-coordinate are also $$\\(\\lbrack-1,1\\rbrack.\\)$$']",9.394342303276062,6.336,4.469670487371864,0.0,7.0,0.015833238,0.0
318,"['What is the range of both of these functions?', 'Therefore, the range of both the sine and cosine functions is $$\\(\\lbrack-1,1\\rbrack.\\)$$']",8.96269977092743,8.620000000000001,4.749999999999999,0.0,8.0,0.01017851,0.0
319,"['What is this theorem about?', 'For any given angle in the first quadrant, there is an angle in the second quadrant with the same sine value.']",9.085013270378113,8.366,4.82516405232236,0.0,4.0,0.016712861,0.0
320,"['What is the difference between these angle values?', 'Because the sine value is the y-coordinate on the unit circle, the other angle with the same sine will share the same y-value, but have the opposite x-value.']",8.227117657661438,6.167,5.297079327540667,0.0,7.0,0.013068704,0.5
321,"['What else can you tell me about the reference angle?', 'Therefore, its cosine value will be the opposite of the first angle’s cosine value.']",9.209808111190796,6.776000000000001,4.889680181354619,0.0,9.0,0.017215505,0.0
322,"['Why does this help?', 'Likewise, there will be an angle in the fourth quadrant with the same cosine as the original angle.']",7.978579998016357,8.568999999999999,4.754887502163469,0.0,3.0,0.013822667,1.0
323,"['What happens with the same cosine?', 'The angle with the same cosine will share the same x-value but will have the opposite y-value.']",9.215900897979736,8.518,4.430632409490749,0.0,5.0,0.024967449,0.5
324,"['What will it have the opposite of?', 'Therefore, its sine value will be the opposite of the original angle’s sine value.']",8.916235566139221,6.928,4.593069207771891,0.0,6.0,0.0109324735,0.5
325,"['What is the relationship among the three sides of a right-angled triangle according to the Py', 'As shown in Figure 16, angle $$\\(\\alpha\\)$$ has the same sine value as angle $$\\(t;\\)$$ the cosine values are opposites.']",9.495422840118408,4.34,5.521640636343319,0.0,14.0,0.01822079,0.5
326,"['How many other angles are in this triangle?', 'Angle $$\\(\\beta\\)$$ has the same cosine value as angle $$\\(t;\\)$$ the sine values are opposites.']",9.674261808395386,6.8260000000000005,5.100683359353261,0.0,7.0,0.02072494,0.5
327,"['Which side of a right triangle is the reference angle?', 'Recall that an angle’s reference angle is the acute angle, $$\\(t,\\)$$ formed by the terminal side of the angle $$\\(t\\)$$ and the horizontal axis.']",9.733017086982727,6.268,5.482012821182286,0.0,9.0,0.013885498,1.0
328,"['What other angles are reference angles?', 'A reference angle is always an angle between $$\\(0\\)$$ and $$\\(90{^\\circ},\\)$$ or $$\\(0\\)$$ and $$\\(\\frac{\\pi}{2}\\)$$ radians.']",9.60004448890686,6.031000000000001,5.165606240570575,0.0,5.0,0.010115679,0.0
329,"['What else is reference angle?', 'As we can see from Figure 17, for any angle in quadrants II, III, or IV, there is a reference angle in quadrant I.']",8.9417165517807,8.214,5.101345257520842,0.0,4.0,0.010555492,0.5
330,"['What is the reference angle?', 'An angle in the first quadrant is its own reference angle.']",9.132375717163086,7.1819999999999995,4.221928094887361,0.0,4.0,0.01017851,0.5
331,"['What is the reference angle for an angle in the second and third quadrants?', 'For an angle in the second or third quadrant, the reference angle is $$\\(\\left| {\\pi - t} \\right|\\)$$ or $$\\(\\left| {180{^\\circ} - t} \\right|.\\)$$']",9.487236738204956,7.013,5.437597383817381,0.0,13.0,0.011623607,1.0
332,"['What is the reference angle for an angle in the fourth quadrant?', 'For an angle in the fourth quadrant, the reference angle is $$\\(2\\pi - t\\)$$ or $$\\(360{^\\circ} - t.\\)$$']",9.22520637512207,7.419,5.123405734128357,0.0,11.0,0.011749268,0.5
333,"['What is a non-standard reference angle?', 'If an angle is less than $$\\(0\\)$$ or greater than $$\\(2\\pi,\\)$$ add or subtract $$\\(2\\pi\\)$$ as many times as needed to find an equivalent angle between $$\\(0\\)$$ and $$\\(2\\pi.\\)$$']",8.681371212005615,7.909000000000001,5.241509325533426,0.0,5.0,0.0131943645,0.0
334,"['What were some of the problems you solved?', 'Now let’s take a moment to reconsider the Ferris wheel introduced at the beginning of this section.']",8.97606611251831,7.571,4.954196310386876,0.0,7.0,0.022139108,0.5
335,"['Did you use the tangents of the three sides?', 'Suppose a rider snaps a photograph while stopped twenty feet above ground level.']",9.27795946598053,8.568999999999999,4.7004397181410935,0.0,8.0,0.025556687,0.5
336,"['What is the result of this?', 'The rider then rotates three-quarters of the way around the circle.']",9.54982042312622,7.976999999999999,4.392317422778759,0.0,5.0,0.013822667,0.5
337,"['What was the solution to this problem?', 'To answer questions such as this one, we need to evaluate the sine or cosine functions at angles that are greater than 90 degrees or at a negative angle.']",8.254048824310303,7.013,5.357552004618084,0.0,6.0,0.012817383,0.0
338,"['Why did you need to use reference angles?', 'Reference angles make it possible to evaluate trigonometric functions for angles outside the first quadrant.']",8.163491487503052,5.134,4.754887502163469,0.0,7.0,0.030388435,0.0
339,"['What else can they be used for?', 'They can also be used to find $$\\(\\left( {x,y} \\right)\\)$$ coordinates for those angles.']",9.430789351463318,9.466,5.182838116298144,0.0,6.0,0.017969469,0.0
340,"['How do you use them?', 'We will use the reference angle of the angle of rotation combined with the quadrant in which the terminal side of the angle lies.']",9.402912855148315,7.368,4.862575937540272,0.0,4.0,0.01608456,0.0
341,"['What is the relationship between these two elements?', 'We can find the cosine and sine of any angle in any quadrant if we know the cosine or sine of its reference angle.']",9.180224537849426,7.215999999999999,5.058813890331201,0.0,7.0,0.012126249,0.0
342,"['What is the relationship among the other two elements?', 'The absolute values of the cosine and sine of an angle are the same as those of the reference angle.']",9.5583176612854,6.522,4.983788058752394,0.0,8.0,0.01005285,0.0
343,"['How does the sign affect the comparison?', 'The sign depends on the quadrant of the original angle.']",9.382603168487549,7.131,4.392317422778759,0.0,6.0,0.008796243,0.0
344,"['What else is significant about this information?', 'The cosine will be positive or negative depending on the sign of the x-values in that quadrant.']",9.465597867965698,5.93,4.807354922057605,0.0,6.0,0.015707577,0.0
345,"['What is the relationship between the other two elements?', 'The sine will be positive or negative depending on the sign of the y-values in that quadrant.']",9.318207502365112,5.828,4.906890595608518,0.0,8.0,0.011309455,1.0
346,"['Why do we use reference angles?', 'Angles have cosines and sines with the same absolute value as their reference angles.']",8.685527443885803,6.979000000000001,4.501629167387825,0.0,5.0,0.017466826,1.0
347,"['What type of sign do they have?', 'The sign (positive or negative) can be determined from the quadrant of the angle.']",9.707207679748535,7.773999999999999,4.754887502163469,0.0,6.0,0.014890783,1.0
348,"['What happens in the standard position?', 'Measure the angle between the terminal side of the given angle and the horizontal axis.']",9.042980670928955,5.236,4.643856189774724,0.0,5.0,0.0126288915,0.5
349,"['What is the horizontal axis?', 'That is the reference angle.']",9.578561186790466,5.794,3.664497779200461,0.0,4.0,0.01419965,1.0
350,"['What is the reference angle?', 'Determine the values of the cosine and sine of the reference angle.']",9.077501893043518,6.285,4.106603137064474,0.0,4.0,0.01017851,0.5
351,"['What is the cosine?', 'Give the cosine the same sign as the x-values in the quadrant of the original angle.']",9.488000869750977,7.825,4.501629167387825,0.0,3.0,0.023788974,0.0
352,"['What is the sine?', 'Give the sine the same sign as the y-values in the quadrant of the original angle.']",9.490813612937927,8.671,4.501629167387825,0.0,3.0,0.0201057,0.0
353,"['What was the first thing you learned about this material?', 'Now that we have learned how to find the cosine and sine values for special angles in the first quadrant, we can use symmetry and reference angles to fill in cosine and sine values for the rest of the special angles on the unit circle.']",8.576244711875916,6.894,5.7068905956085185,0.0,9.0,0.04216247,0.5
354,"['What did you do with the reference angles?', 'They are shown in Figure 19.']",8.977816700935364,8.975,4.169925001442313,0.0,7.0,0.023906821,1.0
355,"['How did you learn about coordinates?', 'Take time to learn the $$\\((x,y)\\)$$  coordinates of all of the major angles in the first quadrant.']",9.422534704208374,7.672,5.234120167580195,0.0,5.0,0.091913216,0.5
356,"['what happens after this is done?', 'First we find the reference angle corresponding to the given angle.']",9.807243943214417,6.285,4.392317422778759,0.0,5.0,0.0201057,1.0
357,"['What is this reference angle?', 'Then we take the sine and cosine values of the reference angle, and give them the signs corresponding to the y- and x-values of the quadrant.']",8.587194681167603,7.266,5.058813890331201,0.0,4.0,0.013131535,0.5
358,"['Why would I ask you this question?', 'Find the reference angle by measuring the smallest angle to the x-axis.']",9.387952089309692,7.029000000000001,4.523561956057013,0.0,6.0,0.015896067,0.5
359,"['What else did you need to know?', 'Find the cosine and sine of the reference angle.']",8.872121572494507,8.873999999999999,4.321928094887362,0.0,6.0,0.042657252,1.0
360,"['What else did you need to know?', 'Determine the appropriate signs for $$\\(x\\)$$ and $$\\(y\\)$$ in the given quadrant.']",8.944698572158813,7.875,4.831074987250573,0.0,6.0,0.042657252,0.5
361,"['What are handicap ramps?', 'A wheelchair ramp that meets the standards of the Americans with Disabilities']",9.576311111450195,6.336,4.247927513443585,0.0,3.0,0.049831573,0.0
362,"['What is an angle with the ground whose tangent is $$(frac', 'Act must make an angle with the ground whose tangent is $$\\(\\frac{1}{12}\\)$$ or less, regardless of its length.']",8.988507986068726,7.587999999999999,5.228758439731456,0.0,12.0,0.034277402,0.5
363,"['How does this effect the ramps?', 'A tangent represents a ratio, so this means that for every 1 inch of rise, the ramp must have 12 inches of run.']",8.964227437973022,9.059999999999999,5.129283016944966,0.0,5.0,0.014827953,0.5
364,"['What do these functions mean?', 'Trigonometric functions allow us to specify the shapes and proportions of objects independent of exact dimensions.']",8.609527349472046,4.39,4.643856189774724,0.0,4.0,0.013948329,0.0
365,"['What is this all about?', 'We have already defined the sine and cosine functions of an angle.']",9.34310495853424,8.823,4.392317422778759,0.0,4.0,0.02685301,0.0
366,"['What other functions can you talk about?', 'Though sine and cosine are the trigonometric functions most often used, there are four others.']",6.3156551122665405,7.723000000000001,4.754887502163469,0.0,6.0,0.041172907,1.0
367,"['What are the four other functions?', 'Together they make up the set of six trigonometric functions.']",8.668200969696045,8.028,4.321928094887362,0.0,5.0,0.010115679,0.0
368,"['What is the topic of our discussion?', 'In this section, we will investigate the remaining functions.']",9.598021507263184,6.336,4.392317422778759,0.0,6.0,0.014765122,0.0
369,"['What else is important about this material?', 'We can also define the remaining functions in terms of the unit circle with a point $$\\(\\left( {x,y} \\right)\\)$$ corresponding to an angle of $$\\(t,\\)$$  as shown in Figure 1.']",9.300094842910767,6.962000000000001,5.750000000000001,0.0,6.0,0.030270588,0.5
370,"['What can we use the coordinates for?', 'As with the sine and cosine, we can use the $$\\(\\left( {x,y} \\right)\\)$$ coordinates to find the other functions.']",8.677696585655212,8.366,5.402964207440786,0.0,6.0,0.016587202,1.0
371,"['What was the first function you will define?', 'The first function we will define is the tangent.']",9.342429637908936,8.823,4.201841232302569,0.0,7.0,0.013005874,1.0
372,"['What does it describe?', 'The tangent of an angle is the ratio of the y-value to the x-value of the corresponding point on the unit circle.']",8.39542031288147,7.5200000000000005,4.840223928941851,0.0,3.0,0.008670582,0.0
373,"['How is it found?', 'In Figure 1, the tangent of angle $$\\(t\\)$$ is equal to $$\\(\\frac{y}{x},x \\neq 0.\\)$$']",8.97913932800293,9.618,5.141249800455482,0.0,3.0,0.008859074,0.0
374,"['What does it tell you?', 'Because the y-value is equal to the sine of $$\\(t,\\)$$  and the x-value is equal to the cosine of $$\\(t,\\)$$ the tangent of angle $$\\(t\\)$$ can also be defined as $$\\(\\frac{\\sin\\; t}{\\cos\\; t},\\cos\\; t \\neq 0.\\)$$']",8.931783437728882,8.451,5.606680421111217,0.0,4.0,0.016712861,0.0
375,"['What else is special about this function?', 'The tangent function is abbreviated as $$\\(\\text{tan}\\text{.}\\)$$']",9.018651247024536,5.590999999999999,4.874999999999998,0.0,6.0,0.019603057,0.5
376,"['What are the other functions?', 'The remaining three functions can all be expressed as reciprocals of functions we have already defined.']",8.479758501052856,6.082,4.643856189774724,0.0,4.0,0.010743983,0.5
377,"['What is the secant function?', 'The secant function is the reciprocal of the cosine function.']",9.626771211624146,6.386,4.037401197654112,0.0,4.0,0.014827953,0.5
378,"['What is the reciprocal of cosine?', 'In Figure 1, the secant of angle $$\\(t\\)$$ is equal to $$\\(\\frac{1}{\\cos\\; t} = \\frac{1}{x},x \\neq 0.\\)$$']",9.052349925041199,7.723000000000001,5.4144977792004605,0.0,5.0,0.015958898,0.0
379,"['What is the abbreviation for secant?', 'The secant function is abbreviated as $$\\(\\text{sec}\\text{.}\\)$$']",8.756653070449829,3.95,4.82516405232236,0.0,5.0,0.020607091,0.5
380,"['What is the cotangent function?', 'The cotangent function is the reciprocal of the tangent function.']",9.728155136108398,5.54,4.037401197654112,0.0,4.0,0.011497946,0.0
381,"['What is the reciprocal of tangent?', 'In Figure 1, the cotangent of angle $$\\(t\\)$$ is equal to $$\\(\\frac{\\cos\\; t}{\\sin\\; t} = \\frac{x}{y},y \\neq 0.\\)$$']",8.79543423652649,7.672,5.4786706502999865,0.0,5.0,0.012503231,0.0
382,"['What is the abbreviation for cotangent?', 'The cotangent function is abbreviated as $$\\(\\text{cot}\\text{.}\\)$$']",9.071272611618042,2.258,4.82516405232236,0.0,5.0,0.01426248,0.5
383,"['What is the cosecant function?', 'The cosecant function is the reciprocal of the sine function.']",9.637466073036194,5.54,4.037401197654112,0.0,4.0,0.01834645,0.5
384,"['What is the reciprocal of sine?', 'In Figure 1, the cosecant of angle $$\\(t\\)$$ is equal to $$\\(\\frac{1}{\\sin\\; t} = \\frac{1}{y},y \\neq 0.\\)$$']",8.498854637145996,8.568999999999999,5.4144977792004605,0.0,5.0,0.019226074,0.0
385,"['What is the abbreviation for cosecant?', 'The cosecant function is abbreviated as $$\\(\\text{csc}\\text{.}\\)$$']",8.880065083503723,1.412,4.82516405232236,0.0,5.0,0.019854378,1.0
386,"['What can you tell me about this lesson?', 'Because we know the sine and cosine values for the common first-quadrant angles, we can find the other function values for those angles as well by setting $$\\(x\\)$$ equal to the cosine and $$\\(y\\)$$ equal to the sine and then using the definitions of tangent, secant, cosecant, and cotangent.']",7.2264164686203,5.947,5.974666824126469,0.0,7.0,0.02072494,0.5
387,"['What else is important to know?', 'The results are shown in Table 1.']",9.537253975868225,9.026,4.08746284125034,0.0,5.0,0.014576632,1.0
388,"['What is the use of reference angles?', 'We can evaluate trigonometric functions of angles outside the first quadrant using reference angles as we have already done with the sine and cosine functions.']",9.219380021095276,5.524,5.114369445886758,0.0,6.0,0.013697007,0.0
389,"['How are the reference angles used?', 'The procedure is the same:']",9.755200147628784,7.435,3.906890595608519,0.0,5.0,0.012566062,1.0
390,"['We start with a given angle that is in the range between 90 and 180 degrees.', 'Find the reference angle formed by the terminal side of the given angle with the horizontal axis.']",9.88076388835907,6.319,5.101345257520842,0.0,15.0,0.0154562555,0.5
391,"['We calculate the trigonometric function values for the reference angle.', 'The trigonometric function values for the original angle will be the same as those for the reference angle, except for the positive or negative sign, which is determined by x- and y-values in the original quadrant.']",9.765830636024475,3.967,5.27736279506417,0.0,9.0,0.015142105,0.0
392,"['We find that these functions are positive in the second quadrant, and negative in the first quad', 'Figure 4 shows which functions are positive in which quadrant.']",9.023510217666626,6.099,4.696131794257844,0.0,16.0,0.018723432,1.0
393,"['What is this about?', 'To help remember which of the six trigonometric functions are positive in each quadrant, we can use the mnemonic phrase “A Smart Trig Class.”']",9.208948016166687,8.265,5.129283016944966,0.0,3.0,0.024142517,0.5
394,"['What is the phrase?', 'Each of the four words in the phrase corresponds to one of the four quadrants, starting with quadrant I and rotating counterclockwise.']",9.476605653762817,7.5200000000000005,4.760647923290102,0.0,3.0,0.012566062,0.0
395,"['What is quadrant I?', 'In quadrant I, which is “A,” all of the six trigonometric functions are positive.']",9.306696653366089,7.926,4.623516641218016,0.0,3.0,0.016712861,1.0
396,"['What is quadrant II?', 'In quadrant II, “Smart,” only sine and its reciprocal function, cosecant, are positive.']",7.333051562309265,6.285,4.680813428089395,0.0,3.0,0.009424546,0.0
397,"['What is quadrant III?', 'In quadrant III, “Trig,” only tangent and its reciprocal function, cotangent, are positive.']",8.665239810943604,5.439,4.680813428089395,0.0,3.0,0.009361716,0.0
398,"['What is quadrant IV?', 'Finally, in quadrant IV, “Class,” only cosine and its reciprocal function, secant, are positive.']",8.437853455543518,5.388,4.789015477886192,0.0,3.0,0.010429831,1.0
399,"['What is the definition of reference angles?', 'Measure the angle formed by the terminal side of the given angle and the horizontal axis.']",9.524816274642944,5.134,4.754887502163469,0.0,6.0,0.010869644,0.0
400,"['How does this relate to other functions?', 'This is the reference angle.']",9.636308550834656,7.385,4.0,0.0,6.0,0.009927189,0.5
401,"['How does the reference angle relate to other functions?', 'Evaluate the function at the reference angle.']",9.627479314804077,4.644,4.121928094887363,0.0,8.0,0.010429831,1.0
402,"['Is there anything else I should know about reference angles?', 'Observe the quadrant where the terminal side of the original angle is located.']",9.320089221000671,5.9799999999999995,4.754887502163469,0.0,9.0,0.019728716,0.0
403,"['Are there other factors that affect the quadrant?', 'Based on the quadrant, determine whether the output is positive or negative.']",8.59852135181427,6.133,4.563856189774724,0.0,7.0,0.011812098,0.0
404,"[""What's the first question I will ask?"", 'To be able to use our six trigonometric functions freely with both positive and negative angle inputs, we should examine how each function treats a negative input.']",8.421803712844849,6.268,5.321928094887363,0.0,7.0,0.0131943645,1.0
405,"['What are the functions?', 'As it turns out, there is an important difference among the functions in this regard.']",9.330440163612366,7.875,4.501629167387825,0.0,3.0,0.012691722,0.5
406,"['What other interesting facts about these functions do you have in mind?', 'Consider the function $$\\(f(x) = x^{2},\\)$$ shown in Figure 5.']",9.080883860588074,7.773999999999999,5.308771516813207,0.0,11.0,0.024731753,0.0
407,"['What does this graph tell you?', 'The graph of the function is symmetrical about the y-axis.']",9.762243628501892,8.873999999999999,4.321928094887362,0.0,5.0,0.020231359,0.5
408,"['What else can you tell me about this function?', 'All along the curve, any two points with opposite x-values have the same function value.']",9.321864247322083,8.468,4.857980995127571,0.0,8.0,0.019854378,0.5
